Date,Open,High,Low,Close,Volume,Market Cap
Oct-04-2021,3424.0484,3438.2525897409523,3299.1712449081115,3396.324,22691844920.88889,397336157346.2531
Oct-03-2021,3397.2497068743764,3483.7854630041397,3369.5059201536437,3423.3294,23648606208,402661231047.08417
Oct-02-2021,3313.7771406076204,3463.5459,3268.552550398857,3393.1203,26572499128.88889,394129116783.8396
Oct-01-2021,3007.802247227105,3327.892622263552,2988.687494287574,3307.919375969526,27033261098.666668,373053879927.9087
Sep-30-2021,2855.1193,3045.1343,2851.6814,3009.435707489463,24796819448.88889,352341441492.1697
Sep-29-2021,2811.9907,2949.2297,2796.3706,2854.8556,23835927706.498245,339291071404.68884
Sep-28-2021,2929.048132328178,2973.726,2806.0571583475507,2811.5444,25309393038.534798,341804480226.18866
Sep-27-2021,3066.1482,3163.7205776327773,2948.7074943100365,2948.7074943100365,28446766900.65248,361635229651.3271
Sep-26-2021,2933.932182620237,3166.9589,2753.8006,3067.592,28967767888.20601,348479150350.6003
Sep-25-2021,2936.397,2970.035912178559,2830.872737979356,2945.6517796242874,33405874595.555557,343783091739.0995
Sep-24-2021,3159.9768,3159.9768,2774.3783,2930.0015,32613387802.759583,350310448316.9147
Sep-23-2021,3079.180575436474,3169.0311,3046.7762,3158.7165,30667544903.11111,366565945900.78125
Sep-22-2021,2769.0927,3091.1997,2752.945012685347,3076.640245368333,43141827840,347021972161.9458
Sep-21-2021,2972.7091,3098.0626,2718.1892335110724,2756.2493,42039727438.22222,349332013316.11316
Sep-20-2021,3334.9831,3338.5683,2957.3912,2982.0818,31036572604.444443,367686043655.0034
Sep-19-2021,3442.2762,3455.394,3300.8785,3329.2156,19223792853.333332,398600875163.0068
Sep-18-2021,3404.8274,3539.7579,3382.0438,3435.5227,23194678197.07317,407729686116.73157
Sep-17-2021,3577.1171,3592.176905982103,3367.4574,3401.2832,26073960824.88889,410170899880.04834
Sep-16-2021,3611.0175,3666.8641,3501.4712,3577.8433,28934761280,423436333879.8738
Sep-15-2021,3430.0608,3599.9151,3375.995664402015,3591.1752,23595684856.88889,407007863110.13904
Sep-14-2021,3293.025717585573,3428.9998,3288.314236710956,3422.591,29507197598.773518,393159262718.7988
Sep-13-2021,3417.8972,3434.0905,3151.2617131550546,3303.3638588991003,28643691313.77778,383911773503.99457
Sep-12-2021,3274.9041,3466.861378308592,3245.242394000502,3416.4496,22647023004.444443,397228438509.9485
Sep-11-2021,3216.9992,3346.797370140545,3216.9992,3273.1945,29240999572.069687,386695710464.9101
Sep-10-2021,3433.987,3514.506112115211,3171.2246,3218.4576,29160810017.89547,396036440125.2725
Sep-09-2021,3502.6584,3564.1433163035185,3415.96,3432.1643,37246966904.888885,410880342282.57
Sep-08-2021,3435.37,3561.2584,3236.2108,3490.7883,57381083975.111115,404473580244.64087
Sep-07-2021,3937.4973,3951.1869,3179.8431,3441.5586,37655810446.22222,433990031965.1148
Sep-06-2021,3959.7173,3973.4222908546144,3886.9396,3940.4683,25138240713.915493,462816423173.1994
Sep-05-2021,3892.892451885187,3985.0219,3846.0497,3960.2367,25297265870.22222,460020114391.7762
Sep-04-2021,3947.5663801362775,3970.7878,3848.9772,3899.631262556614,34933022343.111115,459649064912.4413
Sep-03-2021,3795.3939,4015.3308,3732.2044,3938.859318478456,38345291183.72125,456995658075.4785
Sep-02-2021,3828.9017,3834.0126,3738.644260130366,3797.8858,43137180097.560974,443522188940.06067
Sep-01-2021,3439.5209,3797.4873,3394.0427,3797.4873,46300622080,419815205140.60754
Aug-31-2021,3229.163,3454.714985315106,3201.6717,3441.6881,40154035000.888885,392207422680.7629
Aug-30-2021,3230.8939,3342.7962514552105,3156.236900461339,3233.0987,23938587323.317074,378165075732.7963
Aug-29-2021,3246.9984,3285.5897,3168.3971,3236.1842,21213475622.3554,377507350006.22217
Aug-28-2021,3273.9851,3283.4691,3225.9707926734586,3247.4221,23693021018.140846,381064609607.4322
Aug-27-2021,3102.9291,3282.4614218427373,3071.6771,3268.2547,25812508266.666668,372478068624.25244
Aug-26-2021,3231.9817,3253.1857,3069.535,3121.0153,28224284029.770035,367784936192.69135
Aug-25-2021,3180.2573,3249.838266390748,3095.867272086715,3231.552,30534726741.333332,374389708592.61957
Aug-24-2021,3326.254,3360.3078640431168,3167.65329562032,3181.2344,29952223060.13986,384316800650.61633
Aug-23-2021,3248.270527758374,3377.1301,3244.375823757879,3324.1944,29702255736.88889,390338633014.40265
Aug-22-2021,3233.67975972525,3275.9605,3146.959,3248.846116882156,23759242236.432056,378118404951.9917
Aug-21-2021,3289.507085322501,3312.1191,3223.0593323158487,3240.0862,28040550435.679443,383600585270.8246
Aug-20-2021,3186.5441,3302.54699884713,3185.7748,3286.687850385833,30429153699.555557,380111602458.735
Aug-19-2021,3029.5245,3183.079260505549,2976.617511921291,3179.7232,30035902570.666668,357503002880.4709
Aug-18-2021,3021.522,3126.9545,2977.14,3040.6022,38846090958.22222,357750149353.60754
Aug-17-2021,3160.3397,3291.2492233110243,3017.2454,3017.2454,35642646234.405594,371543808136.0468
Aug-16-2021,3314.0409,3335.0811,3151.020704247126,3158.2022,35668256582.466896,381418226920.1052
Aug-15-2021,3272.7754,3321.1426,3126.5284,3312.1702,29447591395.555557,376691353048.31726
Aug-14-2021,3328.8174087441075,3330.622509991804,3224.5928678687665,3273.1094,33226024256,383900149701.8158
Aug-13-2021,3049.5017,3330.019992678402,3045.5628,3330.019992678402,38197176696.888885,375387487676.86597
Aug-12-2021,3172.4227,3241.698540973018,2999.4412,3053.8291,38645201884.44444,364682460572.41235
Aug-11-2021,3148.3595062628947,3270.0135,3137.222763585334,3172.898,43014164913.77778,376421434904.56525
Aug-10-2021,3171.0171422140984,3221.474645890425,3069.5082,3147.2257869545174,47538539804.44444,367515039408.1722
Aug-09-2021,3020.3028161138072,3187.018896313597,2909.1846,3164.762982057769,49748753436.44444,358023399038.3279
Aug-08-2021,3167.28,3186.742437048214,2961.7696351966943,3016.8806914858988,51550912256,361612386434.29614
Aug-07-2021,2895.2331013876437,3172.840750441233,2882.2124108421176,3172.840750441233,46200937880.16783,354822797734.15735
Aug-06-2021,2833.9866974640854,2948.46,2739.995957224448,2896.3900138226777,53153706140.44444,330295765443.90717
Aug-05-2021,2728.522680123845,2841.54729933318,2558.078565867469,2833.4524127261675,52632716487.111115,318971851904.5404
Aug-04-2021,2509.32,2765.3578520200863,2469.1,2731.143015084163,39522265713.77778,302703463833.4342
Aug-03-2021,2614.4689640970714,2630.2403737905984,2463.84,2520.81,42120189838.22222,293836950222.5237
Aug-02-2021,2566.159574149908,2665.24,2529.2981176032026,2614.357383888439,44237357496.888885,304142285547.88043
Aug-01-2021,2537.632790580004,2694.04,2525.051079474015,2572.8347144621785,35564211989.333336,303852637948.9434
Jul-31-2021,2474.15,2548.6387411638448,2431.09,2543.373795728221,33746910933.333332,288383655593.1236
Jul-30-2021,2381.44,2463.85,2325.483257704746,2463.85,33147690744.88889,278806879367.6697
Jul-29-2021,2303.04,2394.3,2276.8358543232703,2379.9,29086706993.77778,270031121696.1956
Jul-28-2021,2300.95,2337.22,2259.677601821116,2301.05,38761611384.888885,268847011147.69006
Jul-27-2021,2234.19,2321.38,2160.59,2292.95,46156114709.333336,261535310117.2318
Jul-26-2021,2193.54,2424.255327552617,2182.43,2235.15,42334135941.79791,271524658923.0725
Jul-25-2021,2189.5070685623346,2195.75,2114.8490625594727,2193.32,27764064762.648083,252381159367.2146
Jul-24-2021,2128.2710948407557,2198.34,2112.95,2187.59,30717181034.666668,251222801825.2722
Jul-23-2021,2026.59,2129.661767519447,2005.03,2129.661767519447,31527067121.77778,240161660026.26273
Jul-22-2021,1995.33,2036.10408738752,1959.1,2028.47,38578752668.44444,233852320247.23108
Jul-21-2021,1790.52,2013.8378757374908,1764.39,1994.5,33026273258.592335,221829928031.9484
Jul-20-2021,1821.23,1835.5,1728.21,1786.71,28687798940.444443,206982275841.41943
Jul-19-2021,1898.18,1918.14,1812.16,1824.42,24047289351.11111,216972319118.69308
Jul-18-2021,1904.33,1990.07,1887.5,1901.58,25804942983.11111,226630183960.35437
Jul-17-2021,1880.08,1917.16,1858.2,1901.01,26145684529.77778,220317830876.52954
Jul-16-2021,1913.53,1959.47,1857.9532302713503,1879.51,28135131768.88889,223094806334.6092
Jul-15-2021,1997.92447192236,2038.89,1890.39,1908.8836168704927,29515926684.444443,226994302575.3557
Jul-14-2021,1944.2089381121425,2015.8688937042232,1875.02,1993.812198074764,30744751815.11111,227932358151.24744
Jul-13-2021,2055.188056942788,2060.25,1926.95,1937.9080522251704,30844963185.77778,234082107843.05322
Jul-12-2021,2147.775881940519,2171.64,2036.2886444329608,2055.4296450345605,29241104234.666668,246443484204.7927
Jul-11-2021,2124.601732411252,2174.98,2097.81,2149.604075365733,29896356746.25784,248855445042.60703
Jul-10-2021,2153.2808029450352,2192.455110149125,2097.3,2124.9265136251656,37241989148.44444,248182574578.8665
Jul-09-2021,2127.128068224008,2185.761437015109,2065.97,2157.344745304012,42035981361.77778,248775719379.30496
Jul-08-2021,2319.2781441233788,2322.7648224812783,2100.59,2131.930867302812,41682520320,255589582405.46323
Jul-07-2021,2328.754646281736,2399.73,2304.7084214215347,2317.446610014416,43124795171.55556,275445802328.35205
Jul-06-2021,2200.3040743828988,2349.66,2200.3040743828988,2321.289686158132,41013952924.44444,267876923930.51355
Jul-05-2021,2327.212600805145,2327.212600805145,2167.87,2218.608428400879,35384275342.22222,262719015846.59827
Jul-04-2021,2230.28798190229,2385.32,2195.389149234033,2326.5035407362016,28505858773.333332,269052935565.29514
Jul-03-2021,2141.33290795262,2237.22,2123.97,2232.1732960064,28746181073.454544,255834595862.42963
Jul-02-2021,2115.94,2154.353693605902,2026.486929624968,2141.6483445222166,39089640334.22222,242357369515.18668
Jul-01-2021,2276.911315433322,2276.911315433322,2086.5,2122.9,41271193271.74913,250767575201.58353
Jun-30-2021,2165.320993675224,2284.325209025022,2101.19,2278.5542275263456,35796252729.087105,252450163074.2961
Jun-29-2021,2085.95,2241.77,2085.95,2167.134093681875,39270642702.22222,253245632543.61508
Jun-28-2021,1978.8,2140.5142439967253,1966.66,2085.09,35536020321.35211,237573586576.0246
Jun-27-2021,1831.96,1973.73,1814.2737761821545,1973.73,30500859218.929577,216183482943.74017
Jun-26-2021,1821.330290920335,1850.8171834981931,1725.2249435691035,1815.11,33875120911.711193,208387694253.60745
Jun-25-2021,1991.9980716518269,2020.7710253568723,1803.14,1823.51374362508,31200907836.867134,221435966519.22842
Jun-24-2021,1971.05,2034.047031494804,1893.1225351996509,1989.072367989647,32379233621.333332,228445324480.27768
Jun-23-2021,1876.98,2042.094093073391,1834.91,1972.07,48773871073.24381,231092260567.86157
Jun-22-2021,1895.12,1992.29,1726.73,1872,51600065696.55749,221151713309.63922
Jun-21-2021,2248.2589284754185,2253.3179901594417,1878.22,1895.47,42688597775.48754,235596608028.77682
Jun-20-2021,2178.25,2275.24,2053.3512554220933,2245.5318023888944,29647835484.444443,252657944988.51437
Jun-19-2021,2231.11,2269.63,2172.12,2181.05,33007749127.11111,259285180760.05936
Jun-18-2021,2373.3,2377.3,2151.616738034038,2227.47,31839007651.555557,265727093238.52615
Jun-17-2021,2370.2855316599434,2457.8071992060786,2317.3970750023564,2377.83,35905639734.41115,279005471204.2629
Jun-16-2021,2549.03,2551.4825766268627,2360.793390448012,2366.096057817739,36061754150.3554,287552863279.1878
Jun-15-2021,2584.61,2637.17,2518.46,2552.59,41452076693.333336,300154117278.60425
Jun-14-2021,2512.8,2598.76,2473.889423658993,2583.08,41433968512,293520706586.2305
Jun-13-2021,2375.39,2548.58,2317.910108808084,2508.03,36890377002.666664,278292125320.7615
Jun-12-2021,2355.85,2444.41,2268.32,2378.03,41453918257.77778,275038813281.7306
Jun-11-2021,2473.3,2490.04,2334.39,2353.48,40483088448,283031887226.368
Jun-10-2021,2613.278031755644,2619.4596328496987,2438.89,2483.09,50281390622.32753,294183379954.0332
Jun-09-2021,2518.918934387232,2620.639033085594,2419.93,2613.3554057192514,60566912853.333336,293858733117.64966
Jun-08-2021,2592.03,2620.5916912181365,2334.78,2514.757227313584,60987077209.51049,290409137351.43616
Jun-07-2021,2717.42,2842.471156631274,2592.081961731028,2592.081961731028,42937529080.888885,320038750237.60376
Jun-06-2021,2634.93,2742.7522145816465,2619.61,2715.42,46832836456.85609,313163988674.6766
Jun-05-2021,2690.36,2816.859300926553,2564.84,2621.39,50568307598.22222,312764999759.07996
Jun-04-2021,2854.91,2854.91,2571.02,2693.41,56377336561.77778,311942054067.9743
Jun-03-2021,2711.79,2890.51,2675.66,2859.22,51316261091.55556,325412209113.568
Jun-02-2021,2637.83,2798.562802743759,2569.17,2717.69,45146552334.22222,313209552298.97205
Jun-01-2021,2713.4867533810443,2736.2539969140107,2538.9019430365365,2633.37,49942346991.05226,303715671803.13824
May-31-2021,2390.85,2716.0342414575857,2292.45,2716.0342414575857,45078368241.728226,290733955874.90857
May-30-2021,2283.59,2466.0968980511057,2198.49,2392.56193204806,51062077955.58042,276697762271.249
May-29-2021,2424.27,2566.781452330586,2221.41,2282.84,55547577514.666664,278935543053.0108
May-28-2021,2745.1430281494745,2762.3366747944515,2351.44,2429.01,50687604614.689896,296923457650.64905
May-27-2021,2887.9454373309272,2887.9454373309272,2658.44,2750.555668066751,61653272846.22222,321610911805.79486
May-26-2021,2703.975505553211,2904.3339367080366,2666.44,2876.2038316819835,69161700977.77777,324333387797.32544
May-25-2021,2641.715103694702,2743.8815191726912,2407.7538520024978,2691.3770050889584,77043354339.55556,300302010663.2258
May-24-2021,2111.674945298686,2656.87,2097.0262452169027,2634.611179525757,83352504620.75525,273310483519.0493
May-23-2021,2295.7,2376.06,1752.6291422278648,2113.044802634557,61748691441.77778,243779935469.31134
May-22-2021,2426.58810239345,2479.2192198516486,2188.239011884151,2301.8,81332266112,272295526675.77533
May-21-2021,2767.53,2922.6351747023077,2135.25,2411.06986994752,81705366912,303952189983.52924
May-20-2021,2462.550479752,2976.61,2198.57898009,2757.93723163824,137107676795.76848,311843503874.1623
May-19-2021,3383.306512226,3436.304879004,2044.925026759,2484.922822154,102230713084.20781,327577715692.5048
May-18-2021,3285.013596626,3559.820749295,3273.765405416,3393.210256184,77818604570.96991,397209656184.85004
May-17-2021,3585.9,3585.9,3155.524964594,3288.114859136,90005707448.41422,392952960333.56866
May-16-2021,3648.26,3882.649555276,3373.796812414,3577.7,65897724755.6561,429011635844.8862
May-15-2021,4084.213641366,4124.559328747,3659.42,3660.04,66435941958.60588,452218163655.3938
May-14-2021,3722.706900934,4167.109627046,3722.706900934,4087.82,90462378452.42944,459965539569.7255
May-13-2021,3839.187516785,4039.432141675,3568.057477215,3731.181210244,128139930381.3757,443004721774.1565
May-12-2021,4174.648683415,4362.905859772,3932.003491347,3932.003491347,82734304295.57562,488276338564.3161
May-11-2021,3953.053405648,4172.78335984,3803.283563525,4172.78335984,103099874135.13107,462300950683.5885
May-10-2021,3937.181806961,4203.965080703,3842.948461084,3954.376898667,80777018463.8208,470717613815.97375
May-09-2021,3905.350769305,3984.889385864,3752.065302203,3925.563386861,77380429957.75514,451228146063.3341
May-08-2021,3486.9,3947.699350842,3463.61,3908.027689808,60277015038.49128,422677563164.39374
May-07-2021,3491.39,3582.948972845,3380.066128521,3488.96,66618974093.65691,402672260790.42523
May-06-2021,3522.92,3609.980624032,3396.382514747,3502.82,72288736164.40137,403872434796.8114
May-05-2021,3243.403117679,3535.38,3242.727692459,3527.6,91189517896.49866,389933274353.1102
May-04-2021,3435.782899419,3512.142263693,3222.786707599,3242.717708545,98694381701.456,388265146300.8616
May-03-2021,2954.75,3451.592950491,2954.75,3440.551612077,58401789517.57545,366479272303.10126
May-02-2021,2950.901549708,2985.21,2867.216960105,2957.5,46938879043.152596,339357210656.4665
May-01-2021,2775.427315775,2955.577532134,2759.829975096,2953.032414227,46664803194.00891,332362717792.8759
Apr-30-2021,2763.1,2796.935393312,2733.43,2773.602299667,50888363092.24325,319677946836.4189
Apr-29-2021,2748.581501285,2798.517828857,2680.68,2765.425747369,56240079646.25469,317259972779.6067
Apr-28-2021,2665.402959511,2757.930778414,2571.332391011,2750.461036657,53970914198.68619,310030287360.7626
Apr-27-2021,2536.221397569,2668.57,2491.47,2647.247267377,50763629760.85928,298237584422.76636
Apr-26-2021,2321.598588433,2532.483306047,2312.808035793,2532.483306047,61536391085.80819,286084390327.52075
Apr-25-2021,2383.178045008,2383.178045008,2176.30124999,2308.101084726,51522511166.61633,262296699622.5219
Apr-24-2021,2367.00775925,2375.479261709,2179.839979217,2358.089307746,80373889421.7639,262071815997.56494
Apr-23-2021,2406.273482034,2438.920885946,2127.7,2364.282567194,131320333808.73576,263869063588.63092
Apr-22-2021,2368.34,2642.179487559,2336.014458359,2415.177090859,93568879279.79698,287510013581.7486
Apr-21-2021,2336.13,2463.63,2242.336615259,2368.14,72134642389.69153,271651546449.68784
Apr-20-2021,2169.003310603,2350.08,2071.171501333,2330.63,69787407007.45953,253664319031.1767
Apr-19-2021,2239.651335213,2280.751478091,2098.890046234,2167.436455614,70423975604.98383,256222165284.60092
Apr-18-2021,2327.21,2340.75,2029.679341057,2231.02192183,87591818115.93604,252472966924.58545
Apr-17-2021,2430.726646129,2494.815174969,2324.63,2331.75,62116093784.284584,280102877125.386
Apr-16-2021,2519.38,2539.72,2346.379205008,2432.944330389,68393132409.2391,281526481050.77936
Apr-15-2021,2435.197377729,2543.25,2410.359314109,2518.66,67143967546.95572,284483168532.2312
Apr-14-2021,2303.88,2447.519364047,2288.212164612,2422.634114283,62784990994.89689,272607949336.01883
Apr-13-2021,2143.32,2315.34,2142.45,2304.28,46341439163.7112,257247515645.27298
Apr-12-2021,2155.808879109,2197.749407797,2113.227673611,2146.72,38091609782.083206,248333003325.06067
Apr-11-2021,2138.080325278,2165.408945827,2121.967615766,2153.53066197,38987180885.34921,247581647199.3602
Apr-10-2021,2072.89,2195.69,2065.807306384,2142.175399356,42423990355.71053,247490848704.01254
Apr-09-2021,2084.36,2103.96,2060.51,2074.94,34631471594.116005,240111592961.12396
Apr-08-2021,1979.183625275,2086.56,1971.121525752,2083.36,49430987096.612335,234821099855.37415
Apr-07-2021,2119.238110725,2127.933894729,1956.410444959,1985.808114041,44849034140.44638,235476551555.46643
Apr-06-2021,2113.793194577,2150.908302926,2062.799478031,2122.406132527,44254943019.28283,244681132244.7169
Apr-05-2021,2080.873381281,2128.97,2017.31453578,2108.653788805,37656941013.01613,239343006878.0357
Apr-04-2021,2019.717755938,2092.33364455,1999.997445273,2082.75,44968079087.34515,236886825275.96045
Apr-03-2021,2136.571387853,2137.194335666,2022.747977564,2022.747977564,47145055916.329414,241303585817.38757
Apr-02-2021,1970.62772767,2141.796555716,1953.439526346,2133.90000968,45813296618.786804,233740680780.18716
Apr-01-2021,1919.030585323,1982.06,1908.861248873,1971.372781832,44889449904.98929,223705833984.09048
Mar-31-2021,1843.244348489,1944.575038361,1793.19,1915.294767036,33375887879.376125,213379958569.9827
Mar-30-2021,1818.243961509,1858.78828312,1791.66967088,1843.018902615,32649726728.286816,210678905491.4565
Mar-29-2021,1687.249031771,1835.34,1680.57,1821.258442566,26220359471.655838,202573786632.08014
Mar-28-2021,1714.00900612,1724.97,1668.39,1689.59,23353438462.73413,196143288741.26523
Mar-27-2021,1700.063370234,1731.570704456,1671.116847812,1717.067681916,26404756086.336147,195746419493.00668
Mar-26-2021,1588.606123252,1700.7706093,1588.606123252,1700.7706093,32814613566.248318,188997678463.8219
Mar-25-2021,1585.767306333,1621.683184733,1554.974117123,1588.852929807,51539371565.986115,183564012099.3005
Mar-24-2021,1672.882506583,1736.28,1565.368784838,1588.349569452,30382285901.983997,193741386170.47275
Mar-23-2021,1685.152478525,1721.22,1657.267539459,1676.195721839,34476629424.40467,195025429853.89023
Mar-22-2021,1786.15932113,1803.84,1663.573274445,1685.692430727,27839283763.512627,203531217756.55847
Mar-21-2021,1806.24,1816.64,1756.69,1785.710083516,33122376468.37996,205800009150.2907
Mar-20-2021,1813.041780986,1868.5,1809.149648813,1811.77,28905329290.242504,211453681064.13345
Mar-19-2021,1777.075394307,1839.95,1740.298108238,1809.971829443,45068684294.67869,207805010835.77658
Mar-18-2021,1825.821768443,1848.066780049,1764.037943114,1777.959900558,50989302242.06761,208374132512.41895
Mar-17-2021,1806.002220975,1836.684374947,1749.349287855,1819.454703152,31674453805.307163,205629870434.60266
Mar-16-2021,1792.339956779,1817.643371932,1719.055046763,1797.156957545,39430216685.71304,205056109873.12704
Mar-15-2021,1854.713705727,1890.218498152,1751.468849607,1789.715533139,40030011278.306656,208248944705.80984
Mar-14-2021,1923.580506017,1931.390586754,1844.114079458,1865.143312594,42846097820.83449,216869171841.3308
Mar-13-2021,1769.016820965,1939.090847445,1734.17454971,1925.332966902,46288353881.74932,211670851306.76
Mar-12-2021,1826.493117611,1841.045175066,1730.017045048,1768.988476727,45495982299.1033,205007602060.17453
Mar-11-2021,1797.769484928,1843.751869073,1734.714275888,1824.804384624,48700475346.36169,206181404429.65027
Mar-10-2021,1869.621122093,1874.680050551,1763.088558491,1801.122722666,47168717435.65584,209727438014.35446
Mar-09-2021,1832.407908294,1865.817801691,1807.435650165,1865.817801691,53363960468.997055,210610682302.56018
Mar-08-2021,1725.498816045,1833.544460285,1673.954918556,1833.236059487,47681903949.83549,199561468724.1621
Mar-07-2021,1651.973829002,1729.839443585,1637.636948002,1729.839443585,46505016366.48272,191491669989.88718
Mar-06-2021,1533.624304657,1667.152345569,1517.647905208,1657.837504531,44369988462.768776,181243517504.88177
Mar-05-2021,1540.987085672,1547.512081923,1453.298540688,1533.479448739,49050114937.41569,171910360871.4108
Mar-04-2021,1575.14705532,1624.15096266,1516.005583644,1540.806484542,46922872406.608185,179527360797.28354
Mar-03-2021,1490.892997162,1651.539154074,1483.069383485,1580.236853521,45575401259.49394,181555018378.78235
Mar-02-2021,1570.315949323,1600.848438639,1460.199273506,1490.240623077,44690190941.053116,177049712326.78772
Mar-01-2021,1419.50945034,1568.604468408,1417.707266087,1568.604468408,50350338859.40641,171830471143.47
Feb-28-2021,1460.696984839,1468.470739201,1304.694594484,1415.204588062,44125895718.1041,158732816100.66217
Feb-27-2021,1443.160927622,1526.506430848,1434.969855554,1465.575895445,47595898108.70398,170748731842.5408
Feb-26-2021,1489.154576551,1560.220132262,1419.681427646,1440.986686716,59540366533.24595,170683524312.77945
Feb-25-2021,1629.681024099,1668.136381347,1489.263837614,1496.222285362,53748315677.10185,185285097502.75858
Feb-24-2021,1576.051781015,1713.75748504,1515.280479718,1624.800425112,82119677003.40965,187974839627.65442
Feb-23-2021,1776.284612883,1777.48830368,1409.685340817,1560.590130514,93043539824.40686,180792765234.78195
Feb-22-2021,1928.239734831,1928.239734831,1591.115787627,1777.266854706,63114500948.373375,207693548133.54825
Feb-21-2021,1913.794017256,1966.347079466,1892.402848168,1928.444381413,61283948088.286606,222415931641.79214
Feb-20-2021,1948.059237493,2024.822617845,1853.611542152,1915.886606046,58705087546.89709,227347183336.1041
Feb-19-2021,1926.540954058,1959.25959197,1886.000241958,1950.33821389,50698098934.25925,220911151056.7558
Feb-18-2021,1845.136404918,1937.155854269,1845.136404918,1924.322706533,53999855956.57917,218122365160.39685
Feb-17-2021,1780.9048429,1850.611813674,1740.604679161,1841.841587839,49391979613.00318,206705846494.7863
Feb-16-2021,1781.515509452,1824.742605401,1732.203301141,1783.388753478,51392448545.31964,204516328788.03372
Feb-15-2021,1803.175190228,1832.028207815,1692.343858051,1778.190187559,53889692951.65651,204129961688.06897
Feb-14-2021,1812.441953258,1846.790159224,1790.009772699,1804.822142695,47153885175.01547,208859532549.63217
Feb-13-2021,1839.296662606,1865.725076705,1773.587535721,1810.679595308,55058152711.43413,208675349893.8134
Feb-12-2021,1786.450941236,1857.992870711,1747.625572091,1840.848917148,52066984581.37952,205640343115.44788
Feb-11-2021,1742.35166098,1808.740446561,1713.388102317,1779.925305264,54693213689.393295,202077386093.1614
Feb-10-2021,1769.266943543,1825.557257994,1689.29918232,1742.193880436,62851334886.27421,202302962843.2887
Feb-09-2021,1754.043716365,1807.041935347,1714.450002602,1767.664448768,70192533802.42464,200692708968.18463
Feb-08-2021,1615.010367499,1769.672984124,1571.898909008,1747.959634061,61836707429.3533,190887316030.97025
Feb-07-2021,1678.682379689,1690.569363604,1500.109549583,1613.342017918,54472202357.211784,184283957472.41125
Feb-06-2021,1722.12019728,1740.31480488,1653.012383472,1675.289347758,62409578101.26129,193803156410.742
Feb-05-2021,1596.839657043,1758.480607669,1596.839657043,1715.445469406,64957851199.79559,191558387721.76572
Feb-04-2021,1664.337903137,1692.529020884,1564.966966014,1593.07972489,69234192110.52061,188340036905.12354
Feb-03-2021,1514.304823054,1662.07451972,1513.794088524,1662.07451972,72681831089.72115,180131952917.71375
Feb-02-2021,1371.951572705,1546.106454734,1366.850386559,1516.837913238,56250945162.93805,164906432245.89307
Feb-01-2021,1313.638975359,1373.843459124,1277.668886252,1373.843459124,42264270582.10683,151547773703.21667
Jan-31-2021,1375.221178859,1377.734489716,1289.264631615,1315.587630859,37349232211.3779,153177365281.8127
Jan-30-2021,1381.158688579,1400.192611215,1331.080317955,1379.867068339,61266389536.710815,155705536956.90442
Jan-29-2021,1334.917808915,1429.036567381,1295.99193611,1387.439978418,66558092995.15381,155903909257.21887
Jan-28-2021,1252.531546964,1357.175689141,1224.034932118,1331.961424886,60091691953.16979,149948979647.6473
Jan-27-2021,1362.995782518,1366.099612093,1215.430041733,1250.249614514,61210536935.20993,146738943477.9639
Jan-26-2021,1322.313127755,1371.622973545,1251.734445723,1356.036023241,64819621702.518906,151704261005.39264
Jan-25-2021,1392.181697479,1463.065644961,1311.942580803,1322.609995904,65227836093.71216,160632114841.9383
Jan-24-2021,1234.232438001,1397.406839193,1228.046950762,1397.406839193,45300423691.65884,150906609117.61362
Jan-23-2021,1236.376384497,1271.518276772,1203.253254759,1231.985488668,46981137924.26482,142160104863.416
Jan-22-2021,1120.961436406,1272.354830584,1047.741913039,1237.203402514,78630119586.19547,136581632502.33835
Jan-21-2021,1377.877321411,1378.407099431,1098.657772734,1128.559276247,70734494737.57494,143333717589.0029
Jan-20-2021,1375.560773134,1403.278939717,1243.607283904,1385.325719148,76141583200.16394,152605052292.24884
Jan-19-2021,1259.33620875,1427.175262344,1255.551822295,1386.98081218,60479280675.5025,156467075270.19852
Jan-18-2021,1234.467843321,1260.238661084,1187.844748272,1260.238661084,43122868894.01037,140298020785.50586
Jan-17-2021,1229.650905818,1268.291605118,1174.88761693,1234.467925024,51283343265.1442,140011451226.6686
Jan-16-2021,1171.890015013,1285.778492683,1155.918232051,1235.766738172,55657526833.38291,138951671848.07645
Jan-15-2021,1220.514139066,1251.778369055,1088.65836296,1166.958014808,54737261213.83709,136634407069.99759
Jan-14-2021,1132.295139701,1244.069800787,1094.997820433,1220.241033479,45944451364.511345,133757391116.16
Jan-13-2021,1049.92706161,1134.814214075,993.590997213,1130.065833872,52027694718.785355,122028960436.7805
Jan-12-2021,1091.806095005,1147.680907097,1020.566617372,1044.332167129,79469006351.34503,124096575846.87712
Jan-11-2021,1261.123629239,1261.123629239,926.606220764,1091.401730226,82360308517.97612,122548355276.07928
Jan-10-2021,1281.157188706,1347.314268958,1186.689738394,1263.993464009,57825073378.14089,148884402277.58685
Jan-09-2021,1218.928226794,1302.811666173,1178.471553288,1284.753112714,56769902511.29867,139875193474.2568
Jan-08-2021,1226.194419254,1271.78220296,1084.56771964,1219.75417602,74834975973.38991,137209481945.74884
Jan-07-2021,1210.802895462,1285.913678071,1165.888174574,1226.270760769,69636874878.29745,139281646039.65222
